7.058206526028855399e-02,8.791021590229882721e-01
1.078569578125822881e+00,2.990704370141440638e+00
9.807741986189931760e-01,1.404377216228732461e+00
5.054351712586370171e-01,-2.791113135565166381e-01
-9.367861480563702825e-01,1.740719003290866373e+00
2.368175836524925859e-01,-5.357423846037164816e-01
1.783588161255807991e-01,-9.499651401332142031e-01
6.689153114546323442e-01,-1.361010529993714746e+00
-1.008113320408361213e+00,1.283769428783450239e+00
2.169284966992591546e+00,-2.181633031374708986e-01
-4.895647130333343200e-01,1.452244216486321626e+00
1.162512225438768532e+00,-1.456332407044274024e+00
1.095454733873604702e+00,5.231805256438829543e-01
8.530690867171978331e-01,1.820364518869596049e-01
-9.503848446757476864e-01,-1.524391141544106376e-01
5.726117480964140194e-01,-1.829203219061004804e+00
-5.237742951065209596e-01,-1.353224197000354678e+00
3.012006264370736264e-01,1.745881757698997463e-02
-1.232034560625143854e-01,-1.081591302255790144e+00
-2.016450388041985953e+00,-6.366366364966962177e-01
-2.109699255897928616e+00,-1.232804626602196141e+00
-7.853646990511949921e-01,-1.651178216498844664e+00
-2.725003954502747128e-01,-1.713493608069480423e-01
-6.710276048832946039e-01,4.038829458261936622e-01
-5.911173959180789916e-01,-2.108658965278938924e-01
-1.611713209362860999e+00,-9.084486865571271830e-01
-7.823135367330846801e-01,1.343971905652244114e+00
-1.417949563260959556e-01,-1.278010449279781136e-01
1.249262296092275237e+00,1.863922161775294351e-01
4.141062452425671725e-01,8.813422608445116158e-01
1.852400080969985041e-01,-6.342319786975083584e-01
2.085853166831689975e+00,6.039647710787563462e-01
3.705763263453892287e-01,1.513193754327449569e-01
1.864665742001949233e+00,8.727342521040837298e-01
-1.470462918640765837e+00,-6.274934209363508542e-02
-5.476438611975825710e-01,2.581447054547041375e+00
-1.602145648305196846e-01,1.155394998468985523e+00
7.906115198539340749e-01,-1.859821892391120279e+00
-1.956703888841936578e+00,1.098304424206568486e+00
-3.135583138861813834e-02,-1.077139697546273034e+00
-3.773179617390387541e-01,2.254264405126877868e+00
4.350149999536658263e-01,1.964533871002388521e+00
9.279601994425921152e-01,5.000965331823940818e-02
5.402333772154371133e-02,4.195541529959725957e-01
5.762006721353064576e-01,-7.217038878667098034e-01
9.670665119921916242e-01,2.373409247636857344e+00
1.368888483245663368e+00,-1.325345424243371761e+00
-4.553723424563257405e-01,-1.435914456490027025e+00
9.090185747242632841e-01,-5.389197083113803632e-01
-1.765565467257872223e+00,9.374338664660942788e-01
6.099279509788199105e-01,8.934476646349760465e-01
-1.800344011082985807e+00,-9.277904078960969025e-02
-1.010289020569113294e+00,-5.531380453525132079e-01
-1.355230990354712839e+00,8.028300043628042171e-02
-1.765816368107683054e+00,3.513141535460223008e-01
1.937478776853963414e+00,-8.410166263750737947e-01
-2.415072643448552825e-01,-2.734871406567839225e-01
-1.372611409393328596e+00,-2.651105180128610628e-01
2.049679979173670563e-01,-1.184714718417137158e+00
-8.171614652826149072e-01,-1.054971594519953149e+00
5.055069096830535624e-01,1.930967669476310933e+00
1.454977007229012687e+00,-1.342684876467534760e-01
-1.179730228831231242e+00,-5.433861535047898594e-02
1.382419760809270981e+00,-7.215485118400984943e-01
3.975592834391569741e-01,-1.365332490251074615e+00
2.540041150851222174e+00,-1.652128297458370199e+00
3.386655865003851407e-01,-8.833252812888899019e-02
3.923778039139033114e-01,-1.847940951889010419e+00
-3.465645107598711583e-01,-1.346015134325808105e-01
9.624149064870706205e-01,9.392938228845164605e-01
5.101774924303200676e-01,5.384807591871642041e-01
1.572246528548456368e+00,-2.801847755999459788e-01
1.653968893863622780e+00,9.519891029013171080e-01
8.561103214041885234e-01,6.310844068990283384e-01
-1.798899739117842067e+00,-2.200703765688538371e-01
2.501691694694326173e+00,5.906917572639107661e-01
1.710343018420648065e+00,-1.546312994797055973e+00
-7.495823081664818588e-01,-6.671053870532052121e-01
1.847936862445299644e+00,2.162768702877680305e+00
-8.682045275439550513e-01,1.059098031076564306e+00
-1.838660205725750396e+00,5.337245831394600293e-01
-7.333794736861617425e-01,-1.444251008445749607e+00
-1.826466766037085687e+00,2.320129048732753607e-01
-9.287155449303252652e-01,-8.244887906836617653e-01
-2.107792966233605458e+00,-1.963816566858602064e+00
-3.522659522547700317e-01,4.273144682086426616e-01
2.939701444658643914e-01,-1.121585150639150541e+00
2.900902211977541612e+00,-9.576782171391007292e-02
8.949778050171040000e-01,-2.036211381344457116e-01
-1.298652503116862977e+00,-1.574874070835202422e-01
-8.811558137728213724e-01,9.112911366956626402e-01
-2.548520730733963457e+00,-1.365097554066359686e+00
-2.488195956715510526e+00,-5.142105922897499681e-01
4.842008885105148486e-01,-6.372999839804682765e-01
7.983527356321368229e-01,-1.964956648041247478e+00
-1.911493007692810719e+00,2.094973281573038637e+00
6.113894613197232708e-01,-7.293474516691625942e-01
7.794700575847380852e-01,3.205101802242697057e-02
-3.893683670428894628e-01,1.685522088697684939e+00
-3.824821669300776938e-01,3.373215963239042936e-01
2.168596331948586808e+00,1.516946444344305089e-01
-9.778323761525991031e-01,6.946262015518903654e-01
1.188917500980690267e+00,2.237935841764371769e+00
1.229259278737935057e+00,-1.646125748098207442e+00
-7.815415825354075086e-01,-7.643782012719922969e-01
-2.270012245901435577e+00,1.002072017699376261e+00
