-6.755500523520623357e-01,2.238039250215408060e+00,-1.795902919851138924e-01,2.144600713355321042e-01,5.316851282763643827e-01,-1.191786103193981816e+00,-4.846189690884715184e-01,-1.468813847289067276e+00,4.490606531967815673e-01,-6.552728750750204112e-01
-6.755500523520623357e-01,-1.407700166498300764e-01,9.955066802631546974e-01,-1.260097824549857526e+00,1.503385535126268380e+00,1.136865084613613908e+00,-1.096161953890590013e+00,-2.106905108816285122e+00,1.029553692695060141e+00,6.076166659786569335e-01
1.171618171975885719e-01,1.836130651954296644e-01,-8.846484753340750906e-01,-1.874496947835436744e+00,5.316851282763643827e-01,5.547022876617150322e-01,-1.096161953890590013e+00,-8.307225857618495413e-01,4.490606531967815673e-01,6.076166659786569335e-01
-4.113127625021786860e-01,-1.870813119824548787e+00,-8.846484753340750906e-01,-1.014338175235625972e+00,-4.400152785735395589e-01,5.547022876617150322e-01,-4.846189690884715184e-01,-1.926313242346317511e-01,-1.292418465298054153e+00,-6.552728750750204112e-01
1.438348266447006640e+00,2.917407591438496151e-01,1.465545469162462089e+00,-1.137217999892741860e+00,1.017535331701316270e+00,5.547022876617150322e-01,1.350009985317884409e+00,4.454599372925860390e-01,4.490606531967815673e-01,1.870506207032334167e+00
-1.470754726522950639e-01,-5.732807924435097124e-01,-6.496290808844212838e-01,5.830995453068795742e-01,-4.400152785735395589e-01,1.136865084613613908e+00,1.350009985317884409e+00,-1.926313242346317511e-01,1.029553692695060141e+00,-6.552728750750204112e-01
9.098736867472394518e-01,-3.570254045466699222e-01,5.542910246453983808e-02,7.059793699639953513e-01,1.503385535126268380e+00,-6.096233062420829407e-01,-4.846189690884715184e-01,1.083551198819803885e+00,1.029553692695060141e+00,-6.552728750750204112e-01
6.456363968973558576e-01,-1.113919262185609327e+00,-1.119667869783728786e+00,-2.770592272929311428e-01,4.583492485141238415e-02,5.547022876617150322e-01,-4.846189690884715184e-01,1.083551198819803885e+00,4.490606531967815673e-01,-6.552728750750204112e-01
-6.755500523520623357e-01,1.264890004679628754e+00,-1.795902919851138924e-01,-5.228188766071627525e-01,5.316851282763643827e-01,-1.773948900145880803e+00,7.384670005157657480e-01,-8.307225857618495413e-01,-1.292418465298054153e+00,6.076166659786569335e-01
9.098736867472394518e-01,-3.264232270141016051e-02,-2.294764842031997265e+00,1.074618843935342793e+00,1.017535331701316270e+00,-6.096233062420829407e-01,-1.096161953890590013e+00,-8.307225857618495413e-01,-1.314323863014970062e-01,6.076166659786569335e-01
1.171618171975885719e-01,-3.264232270141016051e-02,1.465545469162462089e+00,-1.260097824549857526e+00,1.503385535126268380e+00,1.136865084613613908e+00,7.384670005157657480e-01,-1.926313242346317511e-01,1.029553692695060141e+00,-6.552728750750204112e-01
6.456363968973558576e-01,-6.814084863919296353e-01,-4.146096864347675881e-01,9.158024667841629940e-02,-4.400152785735395589e-01,1.136865084613613908e+00,-1.096161953890590013e+00,1.083551198819803885e+00,-1.872911504796332727e+00,-6.552728750750204112e-01
1.171618171975885719e-01,1.264890004679628754e+00,5.542910246453983808e-02,-5.228188766071627525e-01,-4.400152785735395589e-01,1.136865084613613908e+00,-1.096161953890590013e+00,-1.926313242346317511e-01,-1.292418465298054153e+00,6.076166659786569335e-01
